UID,nodeid,datestamp,timestamp,tempF,ppm1,ppm2,ppm3,lat,long,owner,nodeid_name
890,3,9/8/2021,1:00:00,74,0.056,0.0022,0.00405,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
891,3,9/8/2021,2:00:00,60,0.019,0.0059,0.00255,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
892,3,9/8/2021,3:00:00,84,0.067,0.0079,0.00661,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
893,3,9/8/2021,4:00:00,77,0.039,0.0076,0.00675,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
894,3,9/8/2021,5:00:00,50,0.074,0.0017,0.00355,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
895,3,9/8/2021,6:00:00,68,0.022,0.0057,0.00317,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
896,3,9/8/2021,7:00:00,65,0.061,0.008,0.00052,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
897,3,9/8/2021,8:00:00,54,0.02,0.0079,0.00759,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
898,3,9/8/2021,9:00:00,59,0.049,0.0086,0.00394,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
899,3,9/8/2021,10:00:00,51,0.024,0.0065,0.00545,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
900,3,9/8/2021,11:00:00,67,0.054,0.0087,0.00814,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
901,3,9/8/2021,12:00:00,76,0.018,0.0088,0.00769,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
902,3,9/8/2021,13:00:00,70,0.044,0.004,0.00245,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
903,3,9/8/2021,14:00:00,87,0.069,0.008,0.00084,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
904,3,9/8/2021,15:00:00,78,0.011,0.0048,0.00547,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
905,3,9/8/2021,16:00:00,66,0.039,0.0013,0.00061,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
906,3,9/8/2021,17:00:00,73,0.024,0.0074,0.00809,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
907,3,9/8/2021,18:00:00,61,0.074,0.0028,0.00516,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
908,3,9/8/2021,19:00:00,59,0.072,0.0068,0.00577,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
909,3,9/8/2021,20:00:00,72,0.027,0.0079,0.00806,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
910,3,9/8/2021,21:00:00,55,0.003,0.0085,0.00873,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
911,3,9/8/2021,22:00:00,80,0.004,0.0016,0.00797,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
912,3,9/8/2021,23:00:00,68,0.034,0.0052,0.00776,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
913,3,9/9/2021,0:00:00,65,0.025,0.0065,0.00229,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
914,3,9/9/2021,1:00:00,66,0.023,0.0036,0.00822,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
915,3,9/9/2021,2:00:00,70,0.023,0.0018,0.00434,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
916,3,9/9/2021,3:00:00,79,0.068,0.0082,0.00451,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
917,3,9/9/2021,4:00:00,89,0.071,0.0002,0.00777,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
918,3,9/9/2021,5:00:00,57,0.04,0.0087,0.00566,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
919,3,9/9/2021,6:00:00,67,0.065,0.0013,0.00504,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
920,3,9/9/2021,7:00:00,85,0.066,0.009,0.00561,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
921,3,9/9/2021,8:00:00,78,0.022,0.0037,0.00528,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
922,3,9/9/2021,9:00:00,84,0.016,0.0041,0.00138,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
923,3,9/9/2021,10:00:00,61,0.024,0.0046,0.00841,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
924,3,9/9/2021,11:00:00,69,0.042,0.0077,0.00845,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
925,3,9/9/2021,12:00:00,52,0.024,0.0038,0.00881,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
926,3,9/9/2021,13:00:00,80,0.019,0.006,0.00312,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
927,3,9/9/2021,14:00:00,52,0.025,0.0031,0.00586,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
928,3,9/9/2021,15:00:00,79,0.007,0.0027,0.00867,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
929,3,9/9/2021,16:00:00,59,0.001,0.0011,0.0018,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
930,3,9/9/2021,17:00:00,87,0.004,0.0042,0.00252,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
931,3,9/9/2021,18:00:00,87,0.055,0.0061,0.00674,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
932,3,9/9/2021,19:00:00,54,0.023,0.0071,0.00472,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
933,3,9/9/2021,20:00:00,50,0.071,0.0023,0.00198,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
934,3,9/9/2021,21:00:00,77,0.015,0.0043,0.00212,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
935,3,9/9/2021,22:00:00,55,0.006,0.0011,0.00127,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
936,3,9/9/2021,23:00:00,64,0.004,0.0074,0.00209,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
937,3,9/10/2021,0:00:00,76,0.056,0.0063,0.00397,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
938,3,9/10/2021,1:00:00,77,0.071,0.0065,0.00593,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
939,3,9/10/2021,2:00:00,51,0.048,0.0045,0.00322,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
940,3,9/10/2021,3:00:00,60,0.036,0.0033,0.0089,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
941,3,9/10/2021,4:00:00,60,0.058,0.0077,0.00365,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
942,3,9/10/2021,5:00:00,62,0.068,0.0061,0.00068,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
943,3,9/10/2021,6:00:00,78,0.033,0.0028,0.00845,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
944,3,9/10/2021,7:00:00,57,0.049,0.0033,0.00749,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
945,3,9/10/2021,8:00:00,51,0.005,0.0059,0.00774,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
946,3,9/10/2021,9:00:00,66,0.062,0.0074,0.00233,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
947,3,9/10/2021,10:00:00,72,0.035,0.0055,0.00303,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
948,3,9/10/2021,11:00:00,52,0.009,0.0055,0.00604,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
949,3,9/10/2021,12:00:00,73,0.059,0.002,0.00062,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
950,3,9/10/2021,13:00:00,89,0.065,0.0073,0.00798,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
951,3,9/10/2021,14:00:00,77,0.003,0.0071,0.00624,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
952,3,9/10/2021,15:00:00,65,0.016,0.0073,0.0029,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
953,3,9/10/2021,16:00:00,63,0.03,0.0019,0.00006,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
954,3,9/10/2021,17:00:00,74,0.014,0.0064,0.00083,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
955,3,9/10/2021,18:00:00,75,0.073,0.0063,0.00193,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
956,3,9/10/2021,19:00:00,88,0.025,0.0076,0.00115,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
957,3,9/10/2021,20:00:00,54,0.054,0.0041,0.00345,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
958,3,9/10/2021,21:00:00,72,0.058,0.0012,0.00154,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
959,3,9/10/2021,22:00:00,71,0.034,0.0037,0.00621,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
960,3,9/10/2021,23:00:00,71,0.042,0.0039,0.00467,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
961,3,9/11/2021,0:00:00,84,0.005,0.0002,0.00573,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
962,3,9/11/2021,1:00:00,79,0.038,0.0036,0.00709,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
963,3,9/11/2021,2:00:00,56,0.065,0.0086,0.00314,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
964,3,9/11/2021,3:00:00,63,0.068,0.0014,0.00109,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
965,3,9/11/2021,4:00:00,70,0.046,0.008,0.00234,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
966,3,9/11/2021,5:00:00,50,0.068,0.0005,0.00398,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
967,3,9/11/2021,6:00:00,60,0.026,0.0048,0.00293,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
968,3,9/11/2021,7:00:00,79,0.054,0.0064,0.00553,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
969,3,9/11/2021,8:00:00,59,0.052,0.0021,0.00028,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
970,3,9/11/2021,9:00:00,89,0.058,0.0002,0.00896,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
971,3,9/11/2021,10:00:00,79,0.021,0.0069,0.00056,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
972,3,9/11/2021,11:00:00,67,0.007,0.0083,0.00277,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
973,3,9/11/2021,12:00:00,77,0.045,0.0077,0.00052,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
974,3,9/11/2021,13:00:00,87,0.019,0.005,0.00703,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
975,3,9/11/2021,14:00:00,73,0.009,0.0027,0.00871,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
976,3,9/11/2021,15:00:00,59,0.055,0.0082,0.00615,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
977,3,9/11/2021,16:00:00,62,0.04,0.0086,0.00421,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
978,3,9/11/2021,17:00:00,70,0.004,0.0068,0.00701,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
979,3,9/11/2021,18:00:00,84,0.035,0.0008,0.00807,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
980,3,9/11/2021,19:00:00,61,0.028,0.0083,0.00733,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
981,3,9/11/2021,20:00:00,86,0.062,0.0005,0.00821,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
982,3,9/11/2021,21:00:00,59,0.037,0.0009,0.00469,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
983,3,9/11/2021,22:00:00,87,0.058,0.0033,0.00658,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
984,3,9/11/2021,23:00:00,62,0.046,0.0036,0.00108,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
985,3,9/12/2021,0:00:00,70,0.023,0.009,0.00159,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
986,3,9/12/2021,1:00:00,53,0.032,0.008,0.00276,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
987,3,9/12/2021,2:00:00,88,0.004,0.007,0.00003,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
988,3,9/12/2021,3:00:00,81,0.02,0.0084,0.00296,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
989,3,9/12/2021,4:00:00,71,0.038,0.0001,0.00224,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
990,3,9/12/2021,5:00:00,63,0.016,0.0053,0.00489,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
991,3,9/12/2021,6:00:00,61,0.025,0.0019,0.00508,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
992,3,9/12/2021,7:00:00,69,0.035,0.0029,0.00033,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
993,3,9/12/2021,8:00:00,89,0.046,0.0013,0.00601,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
994,3,9/12/2021,9:00:00,80,0.068,0.0077,0.0062,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
995,3,9/12/2021,10:00:00,90,0.031,0.0021,0.00143,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
996,3,9/12/2021,11:00:00,64,0.043,0.0022,0.00858,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
997,3,9/12/2021,12:00:00,82,0.047,0.0047,0.00555,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
998,3,9/12/2021,13:00:00,57,0.054,0.0083,0.00397,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
999,3,9/12/2021,14:00:00,69,0.075,0.0025,0.00077,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1000,3,9/12/2021,15:00:00,79,0.018,0.008,0.00437,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1001,3,9/12/2021,16:00:00,69,0.023,0.0017,0.00343,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1002,3,9/12/2021,17:00:00,57,0.008,0.005,0.00693,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1003,3,9/12/2021,18:00:00,54,0.066,0.0078,0.00252,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1004,3,9/12/2021,19:00:00,55,0.049,0.0009,0.00447,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1005,3,9/12/2021,20:00:00,78,0.008,0.0083,0.00501,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1006,3,9/12/2021,21:00:00,75,0.005,0.0088,0.00306,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1007,3,9/12/2021,22:00:00,73,0.05,0.0056,0.0055,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1008,3,9/12/2021,23:00:00,53,0.039,0.006,0.00604,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1009,3,9/13/2021,0:00:00,58,0.059,0.0013,0.00003,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1010,3,9/13/2021,1:00:00,59,0.01,0.0023,0.00339,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1011,3,9/13/2021,2:00:00,66,0.032,0.0024,0.00018,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1012,3,9/13/2021,3:00:00,76,0.063,0.003,0.00648,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1013,3,9/13/2021,4:00:00,87,0.017,0.0019,0.00302,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1014,3,9/13/2021,5:00:00,69,0.026,0.0048,0.00448,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1015,3,9/13/2021,6:00:00,61,0.005,0.0029,0.00256,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1016,3,9/13/2021,7:00:00,79,0.051,0.0014,0.00214,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1017,3,9/13/2021,8:00:00,77,0.042,0.0077,0.00204,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1018,3,9/13/2021,9:00:00,69,0.005,0.0044,0.00383,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1019,3,9/13/2021,10:00:00,87,0.058,0.0041,0.00203,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1020,3,9/13/2021,11:00:00,90,0.072,0.009,0.00504,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1021,3,9/13/2021,12:00:00,88,0.021,0.0049,0.00844,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1022,3,9/13/2021,13:00:00,57,0.017,0.0076,0.00383,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1023,3,9/13/2021,14:00:00,73,0.072,0.0007,0.00506,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1024,3,9/13/2021,15:00:00,72,0.072,0.0015,0.00095,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1025,3,9/13/2021,16:00:00,57,0.019,0.006,0.00858,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1026,3,9/13/2021,17:00:00,54,0.068,0.0066,0.00383,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1027,3,9/13/2021,18:00:00,81,0.023,0.0015,0.00524,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1028,3,9/13/2021,19:00:00,63,0.06,0.001,0.00236,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1029,3,9/13/2021,20:00:00,57,0.072,0.0009,0.00519,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1030,3,9/13/2021,21:00:00,77,0.017,0.0024,0.00425,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1031,3,9/13/2021,22:00:00,58,0.044,0.0043,0.00776,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1032,3,9/13/2021,23:00:00,52,0.028,0.0035,0.00651,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1033,3,9/14/2021,0:00:00,67,0.045,0.0089,0.00251,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1034,3,9/14/2021,1:00:00,50,0.007,0.0048,0.00772,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1035,3,9/14/2021,2:00:00,76,0.053,0.0045,0.00627,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1036,3,9/14/2021,3:00:00,56,0.001,0.0056,0.00192,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1037,3,9/14/2021,4:00:00,70,0.059,0.0083,0.00774,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1038,3,9/14/2021,5:00:00,68,0.042,0.0089,0.00548,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1039,3,9/14/2021,6:00:00,84,0.056,0.0059,0.00083,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1040,3,9/14/2021,7:00:00,72,0.011,0.0051,0.00306,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1041,3,9/14/2021,8:00:00,80,0.023,0.0072,0.00383,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1042,3,9/14/2021,9:00:00,65,0.071,0.0083,0.00868,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1043,3,9/14/2021,10:00:00,78,0.074,0.0008,0.00838,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1044,3,9/14/2021,11:00:00,75,0.065,0.0059,0.00755,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1045,3,9/14/2021,12:00:00,55,0.07,0.0075,0.00568,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1046,3,9/14/2021,13:00:00,51,0.037,0.0034,0.00466,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1047,3,9/14/2021,14:00:00,71,0.058,0.0073,0.00223,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1048,3,9/14/2021,15:00:00,64,0.059,0.009,0.00594,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1049,3,9/14/2021,16:00:00,54,0.042,0.0034,0.00026,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1050,3,9/14/2021,17:00:00,63,0.032,0.0063,0.00482,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1051,3,9/14/2021,18:00:00,90,0.06,0.0076,0.00448,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1052,3,9/14/2021,19:00:00,80,0.068,0.0008,0.00202,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1053,3,9/14/2021,20:00:00,79,0.017,0.0044,0.00608,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1054,3,9/14/2021,21:00:00,54,0.049,0.0081,0.00349,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1055,3,9/14/2021,22:00:00,89,0.013,0.0003,0.00658,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1056,3,9/14/2021,23:00:00,88,0.061,0.0052,0.00071,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1057,3,9/15/2021,0:00:00,87,0.064,0.0026,0.00446,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1058,3,9/15/2021,1:00:00,62,0.003,0.0045,0.00867,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1059,3,9/15/2021,2:00:00,75,0.002,0.0019,0.00079,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1060,3,9/15/2021,3:00:00,72,0.027,0.0045,0.00265,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1061,3,9/15/2021,4:00:00,68,0.052,0.0082,0.00004,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1062,3,9/15/2021,5:00:00,76,0.038,0.0024,0.00666,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1063,3,9/15/2021,6:00:00,56,0.056,0.0017,0.00596,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1064,3,9/15/2021,7:00:00,88,0.015,0.0017,0.00112,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1065,3,9/15/2021,8:00:00,67,0.046,0.0074,0.0025,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1066,3,9/15/2021,9:00:00,59,0.074,0.0061,0.0026,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1067,3,9/15/2021,10:00:00,66,0.021,0.0079,0.00359,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1068,3,9/15/2021,11:00:00,53,0.055,0.0057,0.00182,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1069,3,9/15/2021,12:00:00,73,0.071,0.0018,0.00711,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1070,3,9/15/2021,13:00:00,51,0.039,0.0089,0.0085,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1071,3,9/15/2021,14:00:00,68,0.071,0.005,0.00739,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1072,3,9/15/2021,15:00:00,79,0.014,0.008,0.00309,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1073,3,9/15/2021,16:00:00,62,0.025,0.0055,0.00025,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1074,3,9/15/2021,17:00:00,57,0.022,0.0009,0.00773,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1075,3,9/15/2021,18:00:00,52,0.041,0.006,0.00122,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1076,3,9/15/2021,19:00:00,82,0.015,0.0073,0.00673,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1077,3,9/15/2021,20:00:00,66,0.066,0.0021,0.00288,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1078,3,9/15/2021,21:00:00,73,0.037,0.0089,0.00228,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1079,3,9/15/2021,22:00:00,79,0.036,0.0006,0.00618,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1080,3,9/15/2021,23:00:00,84,0.042,0.0051,0.0038,47.24054,-93.51565,Robert J Elkington Middle School,RJEMS_1_9746
1081,4,9/1/2021,0:00:00,89,0.071,0.0058,0.00524,47.22133,-93.5099,MDI,MDI_0_6157
1082,4,9/1/2021,1:00:00,52,0.07,0.0053,0.00342,47.22133,-93.5099,MDI,MDI_0_6157
1083,4,9/1/2021,2:00:00,73,0.022,0.0066,0.00808,47.22133,-93.5099,MDI,MDI_0_6157
1084,4,9/1/2021,3:00:00,66,0.019,0.0078,0.00764,47.22133,-93.5099,MDI,MDI_0_6157
1085,4,9/1/2021,4:00:00,55,0.035,0.0018,0.00133,47.22133,-93.5099,MDI,MDI_0_6157
1086,4,9/1/2021,5:00:00,81,0.031,0.0049,0.00741,47.22133,-93.5099,MDI,MDI_0_6157
1087,4,9/1/2021,6:00:00,78,0.007,0.0023,0.00163,47.22133,-93.5099,MDI,MDI_0_6157
1088,4,9/1/2021,7:00:00,84,0.071,0.0081,0.00812,47.22133,-93.5099,MDI,MDI_0_6157
1089,4,9/1/2021,8:00:00,59,0.006,0.0012,0.00371,47.22133,-93.5099,MDI,MDI_0_6157
1090,4,9/1/2021,9:00:00,73,0.033,0.0086,0.00241,47.22133,-93.5099,MDI,MDI_0_6157
1091,4,9/1/2021,10:00:00,77,0.053,0.008,0.00699,47.22133,-93.5099,MDI,MDI_0_6157
1092,4,9/1/2021,11:00:00,88,0.007,0.0028,0.00832,47.22133,-93.5099,MDI,MDI_0_6157
1093,4,9/1/2021,12:00:00,68,0.033,0.0077,0.00407,47.22133,-93.5099,MDI,MDI_0_6157
1094,4,9/1/2021,13:00:00,63,0.003,0.0051,0.00065,47.22133,-93.5099,MDI,MDI_0_6157
1095,4,9/1/2021,14:00:00,80,0.036,0.007,0.00762,47.22133,-93.5099,MDI,MDI_0_6157
